timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693755108690,1212,HTTP Request,200,,Thread Group 1-48,text,true,,261614,132,55,55,http://localhost:8077/getcustomersgrpc,1207,0,2
1693755108722,1192,HTTP Request,200,,Thread Group 1-51,text,true,,261614,132,54,54,http://localhost:8077/getcustomersgrpc,1187,0,2
1693755108612,1311,HTTP Request,200,,Thread Group 1-40,text,true,,261614,132,53,53,http://localhost:8077/getcustomersgrpc,1305,0,2
1693755108671,1309,HTTP Request,200,,Thread Group 1-46,text,true,,261614,132,52,52,http://localhost:8077/getcustomersgrpc,1305,0,2
1693755108752,1237,HTTP Request,200,,Thread Group 1-54,text,true,,261614,132,51,51,http://localhost:8077/getcustomersgrpc,1231,0,2
1693755108711,1282,HTTP Request,200,,Thread Group 1-50,text,true,,261614,132,50,50,http://localhost:8077/getcustomersgrpc,1277,0,2
1693755108701,1311,HTTP Request,200,,Thread Group 1-49,text,true,,261614,132,49,49,http://localhost:8077/getcustomersgrpc,1307,0,2
1693755108743,1275,HTTP Request,200,,Thread Group 1-53,text,true,,261614,132,48,48,http://localhost:8077/getcustomersgrpc,1271,0,2
1693755108761,1266,HTTP Request,200,,Thread Group 1-55,text,true,,261614,132,47,47,http://localhost:8077/getcustomersgrpc,1260,0,2
1693755108801,1255,HTTP Request,200,,Thread Group 1-59,text,true,,261614,132,46,46,http://localhost:8077/getcustomersgrpc,1251,0,2
1693755108860,1206,HTTP Request,200,,Thread Group 1-64,text,true,,261614,132,45,45,http://localhost:8077/getcustomersgrpc,1201,0,2
1693755108810,1284,HTTP Request,200,,Thread Group 1-60,text,true,,261614,132,44,44,http://localhost:8077/getcustomersgrpc,1273,0,2
1693755108731,1365,HTTP Request,200,,Thread Group 1-52,text,true,,261614,132,43,43,http://localhost:8077/getcustomersgrpc,1359,0,2
1693755108782,1316,HTTP Request,200,,Thread Group 1-57,text,true,,261614,132,42,42,http://localhost:8077/getcustomersgrpc,1309,0,2
1693755108792,1329,HTTP Request,200,,Thread Group 1-58,text,true,,261614,132,41,41,http://localhost:8077/getcustomersgrpc,1325,0,3
1693755108898,1222,HTTP Request,200,,Thread Group 1-68,text,true,,261614,132,41,41,http://localhost:8077/getcustomersgrpc,1216,0,2
1693755108772,1373,HTTP Request,200,,Thread Group 1-56,text,true,,261614,132,39,39,http://localhost:8077/getcustomersgrpc,1369,0,2
1693755108900,1250,HTTP Request,200,,Thread Group 1-69,text,true,,261614,132,38,38,http://localhost:8077/getcustomersgrpc,1247,0,1
1693755108929,1229,HTTP Request,200,,Thread Group 1-72,text,true,,261614,132,37,37,http://localhost:8077/getcustomersgrpc,1221,0,2
1693755108884,1290,HTTP Request,200,,Thread Group 1-66,text,true,,261614,132,36,36,http://localhost:8077/getcustomersgrpc,1284,0,1
1693755108821,1356,HTTP Request,200,,Thread Group 1-61,text,true,,261614,132,35,35,http://localhost:8077/getcustomersgrpc,1353,0,2
1693755109000,1196,HTTP Request,200,,Thread Group 1-79,text,true,,261614,132,34,34,http://localhost:8077/getcustomersgrpc,1178,0,2
1693755108839,1425,HTTP Request,200,,Thread Group 1-63,text,true,,261614,132,33,33,http://localhost:8077/getcustomersgrpc,1421,0,2
1693755108911,1357,HTTP Request,200,,Thread Group 1-70,text,true,,261614,132,32,32,http://localhost:8077/getcustomersgrpc,1353,0,2
1693755108921,1360,HTTP Request,200,,Thread Group 1-71,text,true,,261614,132,31,31,http://localhost:8077/getcustomersgrpc,1357,0,2
1693755108940,1342,HTTP Request,200,,Thread Group 1-73,text,true,,261614,132,31,31,http://localhost:8077/getcustomersgrpc,1339,0,2
1693755108884,1399,HTTP Request,200,,Thread Group 1-67,text,true,,261614,132,29,29,http://localhost:8077/getcustomersgrpc,1396,0,2
1693755108950,1335,HTTP Request,200,,Thread Group 1-74,text,true,,261614,132,28,28,http://localhost:8077/getcustomersgrpc,1332,0,2
1693755108832,1464,HTTP Request,200,,Thread Group 1-62,text,true,,261614,132,27,27,http://localhost:8077/getcustomersgrpc,1461,0,2
1693755109021,1281,HTTP Request,200,,Thread Group 1-81,text,true,,261614,132,26,26,http://localhost:8077/getcustomersgrpc,1279,0,2
1693755109059,1263,HTTP Request,200,,Thread Group 1-85,text,true,,261614,132,25,25,http://localhost:8077/getcustomersgrpc,1259,0,1
1693755109043,1327,HTTP Request,200,,Thread Group 1-83,text,true,,261614,132,24,24,http://localhost:8077/getcustomersgrpc,1323,0,2
1693755108990,1406,HTTP Request,200,,Thread Group 1-78,text,true,,261614,132,23,23,http://localhost:8077/getcustomersgrpc,1401,0,2
1693755109014,1382,HTTP Request,200,,Thread Group 1-80,text,true,,261614,132,23,23,http://localhost:8077/getcustomersgrpc,1374,0,2
1693755108980,1421,HTTP Request,200,,Thread Group 1-77,text,true,,261614,132,21,21,http://localhost:8077/getcustomersgrpc,1418,0,2
1693755109122,1279,HTTP Request,200,,Thread Group 1-91,text,true,,261614,132,21,21,http://localhost:8077/getcustomersgrpc,1276,0,2
1693755109070,1353,HTTP Request,200,,Thread Group 1-86,text,true,,261614,132,19,19,http://localhost:8077/getcustomersgrpc,1350,0,5
1693755109082,1364,HTTP Request,200,,Thread Group 1-87,text,true,,261614,132,18,18,http://localhost:8077/getcustomersgrpc,1359,0,2
1693755109092,1354,HTTP Request,200,,Thread Group 1-88,text,true,,261614,132,17,17,http://localhost:8077/getcustomersgrpc,1352,0,2
1693755109051,1402,HTTP Request,200,,Thread Group 1-84,text,true,,261614,132,16,16,http://localhost:8077/getcustomersgrpc,1398,0,1
1693755109102,1353,HTTP Request,200,,Thread Group 1-89,text,true,,261614,132,15,15,http://localhost:8077/getcustomersgrpc,1350,0,1
1693755108961,1497,HTTP Request,200,,Thread Group 1-75,text,true,,261614,132,14,14,http://localhost:8077/getcustomersgrpc,1494,0,2
1693755108877,1600,HTTP Request,200,,Thread Group 1-65,text,true,,261614,132,13,13,http://localhost:8077/getcustomersgrpc,1597,0,1
1693755109130,1347,HTTP Request,200,,Thread Group 1-92,text,true,,261614,132,13,13,http://localhost:8077/getcustomersgrpc,1344,0,1
1693755109029,1469,HTTP Request,200,,Thread Group 1-82,text,true,,261614,132,11,11,http://localhost:8077/getcustomersgrpc,1468,0,2
1693755109171,1336,HTTP Request,200,,Thread Group 1-96,text,true,,261614,132,10,10,http://localhost:8077/getcustomersgrpc,1333,0,1
1693755109180,1347,HTTP Request,200,,Thread Group 1-97,text,true,,261614,132,9,9,http://localhost:8077/getcustomersgrpc,1341,0,2
1693755108971,1568,HTTP Request,200,,Thread Group 1-76,text,true,,261614,132,8,8,http://localhost:8077/getcustomersgrpc,1566,0,2
1693755109142,1407,HTTP Request,200,,Thread Group 1-93,text,true,,261614,132,7,7,http://localhost:8077/getcustomersgrpc,1405,0,1
1693755109210,1350,HTTP Request,200,,Thread Group 1-100,text,true,,261614,132,6,6,http://localhost:8077/getcustomersgrpc,1347,0,3
1693755109152,1410,HTTP Request,200,,Thread Group 1-94,text,true,,261614,132,5,5,http://localhost:8077/getcustomersgrpc,1407,0,2
1693755109202,1364,HTTP Request,200,,Thread Group 1-99,text,true,,261614,132,4,4,http://localhost:8077/getcustomersgrpc,1361,0,2
1693755109161,1411,HTTP Request,200,,Thread Group 1-95,text,true,,261614,132,3,3,http://localhost:8077/getcustomersgrpc,1409,0,2
1693755109111,1476,HTTP Request,200,,Thread Group 1-90,text,true,,261614,132,2,2,http://localhost:8077/getcustomersgrpc,1473,0,1
1693755109191,1402,HTTP Request,200,,Thread Group 1-98,text,true,,261614,132,1,1,http://localhost:8077/getcustomersgrpc,1399,0,1
